file_name,class_name,func_name,docstring
utils/pdf_core_util.py,,get_page_image_bytes,"PDF 파일의 특정 페이지를 렌더링하여 순수 바이트(Bytes) 데이터로 변환하여 반환합니다.

이 함수는 상위 UI 프레임워크(예: PyQt, Tkinter 등)와 코어 로직 간의 강결합을 방지하기 위해 설계되었습니다.
PDF 페이지를 특정 UI 객체로 변환하지 않고 언어 및 프레임워크 독립적인 순수 바이트 배열로 반환함으로써,
호출하는 측(Controller나 UI)에서 자유롭게 바이트 데이터를 활용해 이미지를 렌더링할 수 있습니다. 
비동기 워커가 백그라운드에서 썸네일을 생성할 때도 UI 스레드를 차단하지 않고 안전하게 동작할 수 있게 해줍니다.

내부적으로 `pymupdf.Matrix`를 사용해 해상도(zoom)를 조절하며, `alpha=False`를 통해 배경 투명도를 
제거하여 UI에 렌더링될 때 검은색 배경이 나타나는 문제를 방지합니다.

Args:
    file_path (PathLike): 렌더링할 대상 PDF 파일의 절대 또는 상대 경로입니다.
    page_num (int): 추출하고자 하는 페이지 번호입니다. 0부터 시작하는 인덱스(0-based index)를 사용합니다.
    zoom (float, optional): 렌더링 해상도 배율입니다. 값이 커질수록 고해상도 이미지가 생성됩니다. Defaults to 1.0.
    image_format (str, optional): 출력할 이미지의 포맷을 지정합니다 (예: ""png"", ""jpeg""). Defaults to ""png"".

Returns:
    bytes | None: 성공적으로 렌더링된 이미지의 순수 바이트 데이터입니다.
        페이지 번호가 범위를 벗어나거나, 파일을 찾을 수 없거나, 손상된 경우 시스템 중단 대신 None을 반환합니다."
utils/pdf_core_util.py,,merge_pdfs,"여러 PDF 파일 경로를 순서대로 병합하여 새로운 하나의 단일 PDF 파일로 저장합니다.

학습 자료 자동화 파이프라인에서, 여러 개의 쪼개진 문서나 파트별로 처리 완료된 분석 결과를 
다시 하나로 취합할 때 사용되는 핵심 병합 로직입니다. 

단순히 파일을 이어붙이는 것에 그치지 않고, `pymupdf.open()`을 컨텍스트 매니저(`with`)로 감싸 
워커(Worker) 스레드의 장기 실행 중 발생할 수 있는 메모리/파일 핸들 누수를 원천 차단합니다.
특히 PDF 병합 시 빈번하게 발생하는 내부 객체 파편화 및 파일 용량 팽창 문제를 해결하기 위해,
최종 저장 시 `garbage=4`(미사용 객체 및 중복 데이터 완전 정리)와 `deflate=True`(스트림 압축) 옵션을 강제합니다.
중간에 존재하지 않거나 손상된 파일이 포함되어 있더라도 오류를 발생시키지 않고 해당 파일만 스킵하여 
전체 자동화 배치의 안정성을 높였습니다.

Args:
    pdf_paths (List[PathLike]): 병합할 대상 PDF 파일 경로들의 리스트입니다. 리스트의 순서대로 페이지가 병합됩니다.
    output_path (PathLike): 병합이 완료된 결과물 PDF를 저장할 최종 경로입니다. 부모 폴더가 없다면 자동 생성됩니다.

Returns:
    str: 정상적으로 병합 및 압축되어 저장된 최종 결과물 파일의 절대/상대 경로 문자열입니다.

Raises:
    ValueError: `pdf_paths` 리스트가 비어 있어 병합을 수행할 파일이 전혀 없는 경우 발생합니다."
utils/pdf_core_util.py,,split_pdf_two_parts,"하나의 원본 PDF를 지정한 기준 페이지 번호를 경계로 2개의 파일로 깔끔하게 분할합니다.

대용량 문서나 챕터별 구분이 필요한 문서를 두 동강 내기 위한 목적으로 사용됩니다.
Gemini LLM의 토큰 제한이나 Whisper STT의 용량 제한을 우회하기 위해 Service 계층이 
이 함수를 호출하여 문서를 사전에 청크(chunk) 단위로 나누는 파이프라인에서 핵심적으로 동작합니다.

`split_page_num`을 경계로 이전 페이지들은 첫 번째 파트로, 해당 페이지를 포함한 이후 페이지들은 
두 번째 파트로 분할됩니다. 문서를 나눌 때 불필요한 메타데이터 손실을 막기 위해 `insert_pdf`를 활용하여 
페이지 범위를 복제하는 방식을 채택하였으며, 저장 시에는 병합 로직과 동일하게 최적화(`garbage=4`) 
및 압축(`deflate=True`) 옵션을 적용하여 디스크 용량 효율성을 확보합니다.

Args:
    file_path (PathLike): 분할할 대상 원본 PDF 파일의 경로입니다.
    split_page_num (int): 분할의 기준이 되는 페이지 번호(0-based index)입니다. 
        이 번호에 해당하는 페이지는 두 번째 출력 파일의 첫 페이지가 됩니다.
    output_path_1 (PathLike): 첫 번째 분할 결과물(페이지 0 ~ split_page_num-1)이 저장될 경로입니다.
    output_path_2 (PathLike): 두 번째 분할 결과물(페이지 split_page_num ~ 끝)이 저장될 경로입니다.

Returns:
    Tuple[str, str]: 성공적으로 분할되어 저장된 첫 번째 파일 경로와 두 번째 파일 경로 문자열을 튜플로 반환합니다.

Raises:
    ValueError: 기준 페이지(`split_page_num`)가 0 이하이거나 원본 문서의 전체 페이지 수보다 크거나 같아서 
        문서를 두 개로 분할할 수 없는 유효하지 않은 범위인 경우 발생합니다."
utils/pdf_core_util.py,,merge_specific_pages,"임의의 PDF 파일과 특정 페이지 번호 조합(레시피)을 전달받아 단일 PDF로 맞춤 병합합니다.

여러 문서에서 필요한 페이지들만 골라내어(예: A문서 3쪽, B문서 1쪽, A문서 5쪽) 새로운 학습 자료를 조립하는
복잡한 재구성(re-ordering/extracting) 시나리오에 대응하는 핵심 로직입니다. 

사용자(또는 자동화 파이프라인)가 동일한 파일을 여러 번 번갈아가며 반복적으로 발췌 요청할 수 있습니다. 
이 때 매번 동일한 파일을 열고 닫기를 반복하면 심각한 디스크 I/O 오버헤드가 발생하여 성능이 저하됩니다. 
이를 방지하고자 내부 딕셔너리(`opened_pdfs`)를 이용한 파일 핸들 캐싱(메모이제이션) 기법을 사용하여 한 번 열린 파일은 재사용합니다. 
또한 가변적인 개수의 파일 핸들을 사용하더라도 예외 발생 시 안전하고 누수 없이 한꺼번에 닫아주기 위해 
파이썬의 `contextlib.ExitStack`을 활용한 고도화된 동적 컨텍스트 관리를 수행합니다.

Args:
    page_recipe (List[Tuple[PathLike, int]]): 발췌 및 병합할 페이지들의 순서와 출처 정보가 담긴 레시피 리스트입니다.
        각 요소는 `(소스 PDF 파일 경로, 추출할 페이지 번호(0-based))` 형태의 튜플로 구성됩니다.
    output_path (PathLike): 발췌된 페이지들이 하나로 조립되어 저장될 최종 PDF 파일의 경로입니다.

Returns:
    str: 맞춤 병합 및 최적화(압축) 저장이 완료되어 생성된 최종 조립 PDF 파일의 경로 문자열입니다.

Raises:
    ValueError: `page_recipe` 리스트가 비어 있어 병합할 페이지 정보가 하나도 입력되지 않은 경우 발생합니다."
utils/llm_client.py,GeminiAPIError,__class__,"LLM API 통신 중 발생한 에러를 캡슐화하는 커스텀 예외 클래스.

단일 책임 원칙(SRP)에 따라 API 호출 중 발생하는 다양한 하위 레벨 오류(HTTP 오류, 
네트워크 연결 끊김, 타임아웃 등)를 애플리케이션 내부의 통일된 예외 타입으로 
변환 및 정의하는 책임을 가집니다. 

주요 상태로 에러 메시지와 구체적인 에러 코드(`code`)를 보관하며, 
Service 계층이나 백그라운드 Worker가 이 예외를 포착(Catch)하여 
재시도할지, 아니면 파이프라인을 중단하고 UI에 에러를 보고할지 결정하는 데 활용됩니다."
utils/llm_client.py,GeminiAPIError,__init__,"예외 객체를 초기화합니다.

Args:
    message (str): 발생한 에러에 대한 상세 설명 및 로깅용 메시지.
    code (str): HTTP 상태 코드(예: '404', '500') 또는 에러의 종류를 나타내는 식별 문자열(예: 'network_error')."
utils/llm_client.py,,call_gemini_api,"Google Gemini API를 호출하여 텍스트를 생성하는 코어 유틸리티 함수.

이 함수는 사용자 프롬프트와 시스템 인스트럭션을 조합하여 제미나이 모델에 텍스트 생성을 요청합니다.
자동화된 비동기 처리 관점에서, 수많은 PDF 페이지나 음성 변환 스크립트(Whisper 결과물)가 
Worker를 통해 쏟아져 들어올 때 빠르고 독립적으로 API와 통신해야 합니다. 

이 로직은 시스템의 복잡한 비즈니스 로직(예: 사용량 추적, DB 저장, 키 로테이션 등)과는 완전히 
격리되어 작동하도록 설계되었습니다. 이러한 격리 설계는 API 통신이라는 본연의 목적에만 집중하게 함으로써 
코드의 응집도를 높이고, 향후 SDK 버전 업데이트나 인증 방식이 변경되더라도 수정 범위를 이 함수 내부로만 
제한하여 유지보수성을 극대화합니다. 내부적으로 `google.genai.Client`를 초기화하고 주어진 
환경 설정값(`temperature`)을 바탕으로 콘텐츠 생성을 요청한 뒤, 결과물만 추출하여 안전하게 반환합니다.

Args:
    api_key (str): Gemini API 서비스에 접근하고 인증하기 위한 사용자의 API 키.
    model_name (str): 텍스트 생성에 사용할 대상 Gemini 모델의 이름 (예: 'gemini-1.5-pro', 'gemini-2.5-flash').
    system_instruction (str): 모델의 페르소나, 역할, 어조 및 전반적인 행동 지침을 정의하는 시스템 프롬프트.
    user_prompt (str): 모델에게 전달하여 실제 답변 생성을 유도하는 사용자의 구체적인 질문 또는 입력 텍스트.
    temperature (float, optional): 모델 응답의 창의성과 무작위성을 제어하는 하이퍼파라미터. 
        0.0에 가까울수록 결정론적이고 일관된 응답을, 높은 값일수록 다양하고 예상치 못한 응답을 
        생성합니다. 기본값은 0.1로, 학습 자료 자동화 생성 시 요구되는 안정적이고 사실적인 텍스트 생성에 맞춰져 있습니다.

Returns:
    str: 제미나이 모델이 성공적으로 생성하여 반환한 순수 텍스트 결과물(response.text).

Raises:
    GeminiAPIError: 아래와 같은 다양한 원인으로 인해 정상적인 API 통신이 실패할 경우, 
        구체적인 에러 메시지와 에러 코드를 담아 발생시킵니다.
        - API 통신 오류: 잘못된 API 키, 할당량 초과, 서버 내부 오류 등 (errors.APIError)
        - 네트워크 오류: 인터넷 연결 단절 또는 요청 시간 초과 (TimeoutError, ConnectionError)
        - 기타 알 수 없는 오류 (Exception)"
utils/drive_api.py,,upload_to_drive,"지정된 로컬 파일을 구글 드라이브의 특정 폴더로 업로드합니다.

이 함수는 로컬 파일 시스템에 존재하는 파일을 읽어들여 구글 드라이브로 전송합니다.
자동화된 학습 자료 처리 파이프라인(예: Whisper 음성 변환 결과, Gemini 분석 노트 등)에서 
생성된 결과물을 백그라운드 Worker 스레드가 드라이브에 동기화할 때 주로 호출됩니다.

`MediaFileUpload`를 사용하여 resumable(이어올리기) 업로드를 지원하므로, 대용량 파일 전송 중 
네트워크가 불안정하더라도 비동기 작업이 완전히 실패하지 않도록 안정성을 보장합니다. 
또한 `Config.extract_drive_id`를 통해 URL 형태의 폴더 ID 입력도 안전하게 파싱하여 
사용자(UI)가 입력한 다양한 형태의 경로를 유연하게 수용합니다.

Args:
    local_file_path (PathLike): 업로드할 로컬 파일의 절대 또는 상대 경로입니다.
    target_folder_id (str): 업로드될 구글 드라이브 대상 폴더의 고유 ID 또는 URL입니다.
    mime_type (Optional[str], optional): 파일의 MIME 타입입니다. 지정하지 않을 경우 확장자를 통해 자동 추론됩니다. Defaults to None.
    drive_service (Any): 구글 API 클라이언트 인증이 완료된 드라이브 서비스 리소스 객체입니다.

Returns:
    Dict[str, Any]: 업로드 성공 시 반환되는 파일의 메타데이터(예: {'id': '...', 'name': '...'})를 담은 딕셔너리입니다.

Raises:
    Exception: 파일 읽기 실패, 네트워크 오류, 인증 실패 등 구글 API 통신 중 예외가 발생할 경우 업로드 실패 메시지와 함께 발생합니다."
utils/drive_api.py,,download_from_drive,"구글 드라이브 파일 하나를 지정된 로컬 경로로 다운로드합니다.

대용량 PDF 문서나 강의 미디어 파일을 Service 계층에서 분석하기 위해 로컬로 가져올 때 
호출되는 기능입니다. 메인 UI가 멈추는 프리징 현상을 막기 위해 Worker 스레드 내부에서 
실행되는 경우가 많습니다. 

이 함수는 파일의 바이너리 데이터를 `MediaIoBaseDownload`를 이용해 청크 단위(chunk-by-chunk)로 
스트리밍하여 디스크에 기록합니다. 한 번에 모든 데이터를 메모리에 적재하지 않으므로, 
대량의 배치 작업이나 무거운 비동기 파이프라인 실행 중에도 메모리 부족(OOM, Out Of Memory) 
크래시를 방지할 수 있는 핵심적인 방어 로직입니다.

Args:
    file_id (str): 다운로드할 구글 드라이브 파일의 고유 ID 또는 URL입니다.
    save_path (str): 파일이 저장될 로컬 시스템의 전체 경로(파일명 포함)입니다.
    drive_service (Any): 구글 API 클라이언트 인증이 완료된 드라이브 서비스 리소스 객체입니다.

Returns:
    str: 다운로드가 완료된 파일의 로컬 저장 경로(save_path)를 반환합니다.
    
Raises:
    Exception: 파일 아이디가 유효하지 않거나 API 호출 권한/할당량 오류가 있을 경우 예외가 발생할 수 있습니다."
utils/drive_api.py,,temp_download_from_drive,"대용량 또는 임시 처리를 위한 파일 다운로드 컨텍스트 매니저입니다.

백그라운드 Worker나 Service가 특정 문서를 일회성으로 분석(예: OCR 수행, 텍스트 추출)하고 
폐기하는 자동화 파이프라인에서 주로 사용됩니다. 특정 파일을 영구적으로 보관할 필요가 없을 때, 
파이썬 내장 `tempfile.TemporaryDirectory`를 활용해 안전하게 격리된 공간에 파일을 내려받습니다.

`yield` 블록(비즈니스 로직) 실행이 종료되면 시스템이 스스로 임시 디렉토리와 파일을 삭제(Clean-up)합니다. 
이를 통해 지속적으로 동작하는 백그라운드 Watchdog 시스템이 임시 찌꺼기 파일들로 인해 
디스크 스토리지를 고갈시키는 문제를 원천적으로 차단합니다.

Args:
    file_id (str): 다운로드할 구글 드라이브 파일의 고유 ID 또는 URL입니다.
    extension (Optional[str], optional): 임시 파일에 부여할 확장자입니다. 지정하지 않을 경우 드라이브 API를 통해 원본 파일명을 조회하여 추출하며, 조회 실패 시 기본값("".pdf"")을 적용합니다. Defaults to None.
    drive_service (Any): 구글 API 클라이언트 인증이 완료된 드라이브 서비스 리소스 객체입니다.

Yields:
    Generator[Path, None, None]: 다운로드된 임시 파일의 로컬 `Path` 객체를 반환합니다.

Raises:
    Exception: 구글 드라이브 API 통신 오류나 파일 다운로드 실패 시 발생할 수 있습니다."
utils/drive_api.py,,in_memory_download_from_drive,"디스크 I/O 없이 메모리(RAM) 상에서 직접 데이터를 다운로드하는 컨텍스트 매니저입니다.

물리적인 디스크 저장 공간을 거치지 않고 `io.BytesIO()`를 통해 바이너리 버퍼 공간을 
만들어 데이터를 즉시 적재합니다. 수많은 문서를 빠르게 파싱하여 Gemini LLM으로 넘겨야 하는 
Service 계층이나, 파일 I/O로 인한 병목을 허용할 수 없는 고속 스트리밍 환경에서 
비동기 처리량과 자원 효율성을 극대화하기 위해 설계되었습니다.

구글 문서(Docs, Sheets 등)의 경우 `mime_type`을 전달하여 Export API를 호출함으로써 
다운로드 가능한 포맷으로 서버단에서 자동 변환 후 읽어올 수 있습니다.

Args:
    file_id (str): 드라이브에서 읽어올 대상 파일의 고유 ID 또는 URL입니다.
    mime_type (str, optional): 구글 워크스페이스 문서(Google Docs 등)를 내보낼 때 지정할 변환 목적 MIME 타입(예: 'application/pdf'). 일반 파일의 경우 생략합니다. Defaults to None.
    drive_service (Any): 구글 API 클라이언트 인증이 완료된 드라이브 서비스 리소스 객체입니다.

Yields:
    Generator[io.BytesIO, None, None]: 다운로드된 파일 데이터가 담긴 바이트 스트림 객체를 반환합니다. 이 객체의 읽기 위치(pointer)는 0으로 초기화되어 즉시 사용할 수 있습니다.

Raises:
    Exception: 파일 스트리밍 실패 시, 혹은 내보낼 수 없는 파일에 대해 잘못된 `mime_type`을 요청할 경우 예외가 발생할 수 있습니다."
utils/drive_api.py,,get_all_drive_files,"루트 폴더 하위의 모든 폴더 및 파일 목록을 재귀적으로 탐색하여 수집합니다.

DriveSyncController나 연관 Worker가 주기적으로 구글 드라이브의 상태를 모니터링하고 
새로운 학습 자료를 로컬과 동기화하는 자동화 과정에서 사용됩니다. 
구글 드라이브 API는 한 번에 가져올 수 있는 개수 제한이 있고 URL 쿼리 길이에도 상한이 존재합니다. 

따라서 이 함수는 BFS(너비 우선 탐색) 기반의 큐(queue) 알고리즘과 Pagination(pageToken) 로직, 
그리고 한 번에 20개씩 폴더를 묶어 쿼리를 날리는(chunking) 최적화 기법을 적용했습니다. 
이를 통해 대량의 깊은 디렉토리 구조라도 API 호출 횟수 제한(Rate Limit)을 우회하며 
누락이나 오류 없이 전체 트리를 안정적으로 긁어올 수 있습니다.

Args:
    root_folder_id (str): 탐색을 시작할 최상위 구글 드라이브 폴더의 고유 ID 또는 URL입니다.
    name_filter (str, optional): 결과 중 파일명이 특정 문자열을 포함(contains)하는 파일만 반환하고 싶을 때 사용하는 검색 필터입니다. SQL 인젝션 및 구문 오류 방지를 위해 내부적으로 이스케이프 처리됩니다. Defaults to None.
    drive_service (Any): 구글 API 클라이언트 인증이 완료된 드라이브 서비스 리소스 객체입니다.

Returns:
    list: 수집된 개별 파일의 메타데이터(딕셔너리 형태: 'id', 'name', 'parents' 등)를 포함하는 전체 리스트입니다.

Raises:
    Exception: 구글 드라이브 폴더 접근 권한이 없거나, 할당량 초과 등으로 인한 API 호출 실패 시 발생할 수 있습니다."
utils/drive_api.py,,find_drive_file_id,"특정 폴더 내에서 정확히 일치하는 이름을 가진 단일 파일의 고유 ID를 조회합니다.

자동화 파이프라인이 여러 번 재시도되거나 Watchdog에 의해 중복 실행되더라도, 
이미 처리된 파일(동일한 이름의 파일)을 식별하여 무의미한 덮어쓰기를 피하거나 
업데이트 분기를 태우는 멱등성(Idempotency)을 보장하기 위한 사전 검증 로직으로 활용됩니다.

휴지통(trashed=false)에 있지 않은 대상만 검색하며, 쿼리 구문 오류나 크래시를 막기 위해
파일 이름 내에 포함될 수 있는 특수문자(')에 대한 이스케이프 처리를 선행합니다.

Args:
    folder_id (str): 파일을 검색할 대상 부모 폴더의 고유 ID 또는 URL입니다.
    file_name (str): 검색하려는 파일의 정확한 이름입니다.
    drive_service (Any): 구글 API 클라이언트 인증이 완료된 드라이브 서비스 리소스 객체입니다.

Returns:
    str | None: 조건에 일치하는 파일이 존재할 경우 최상위(인덱스 0) 파일의 고유 ID 문자열을 반환하고, 존재하지 않거나 검색 중 에러가 발생하면 None을 반환합니다."
utils/drive_api.py,,copy_drive_file,"드라이브 내 파일을 로컬로 다운로드하지 않고 서버 사이드에서 직접 복사합니다.

학습 자료가 파이프라인의 특정 단계(예: 원본 폴더 -> 분석 완료 폴더)를 거칠 때, 
Service나 Worker가 로컬 머신으로 데이터를 다운로드했다가 다시 업로드하는 비효율적인 왕복 과정 없이 
구글 서버 내부에서 즉각적으로 복제본을 생성하도록 요청합니다. 

이는 네트워크 트래픽 대역폭과 시스템 메모리 낭비를 방지하고 비동기 작업의 소요 시간을 
획기적으로 단축시키는 효율적인 방식입니다. 복제본이 생성될 대상 폴더와 새로운 파일명을 함께 설정할 수 있습니다.

Args:
    file_id (str): 복사할 원본 파일의 구글 드라이브 고유 ID 또는 URL입니다.
    target_folder_id (str): 복사본이 저장될 대상 폴더의 고유 ID 또는 URL입니다.
    new_name (str, optional): 복사본에 새롭게 부여할 파일명입니다. 제공하지 않을 경우 원본의 파일명이 그대로 사용됩니다. Defaults to None.
    drive_service (Any): 구글 API 클라이언트 인증이 완료된 드라이브 서비스 리소스 객체입니다.

Returns:
    dict: 정상적으로 복사 생성된 새 파일의 메타데이터('id', 'name', 'parents') 정보를 담은 딕셔너리입니다.

Raises:
    Exception: 원본 파일을 찾을 수 없거나 대상 폴더에 쓰기 권한이 부족하여 복사에 실패할 경우 예외가 발생합니다."
utils/drive_api.py,,move_drive_file,"구글 드라이브 파일의 위치(부모 폴더)를 서버 사이드에서 다른 폴더로 이동시킵니다.

자동화 파이프라인에서 파일의 비즈니스 처리가 끝난 뒤 상태 관리를 수행할 때(예: '처리 대기' 폴더에서 
'처리 완료' 폴더로 이동), 실제 파일을 다운로드 및 재업로드하는 것이 아니라 메타데이터만 수정합니다.

구글 드라이브의 파일 모델은 단일 파일이 여러 부모를 가질 수 있는 구조(`parents` 배열)를 취하므로, 
이 함수는 파일 속성에서 기존 부모 폴더 목록(removeParents)을 떼어내고 새로운 대상 폴더(addParents)를 
붙이는 논리적인 갱신 방식으로 동작합니다. 이를 통해 오버헤드 없이 빠르고 가벼운 파이프라인 단계 전환을 지원합니다.

Args:
    file_id (str): 위치를 이동할 대상 파일의 구글 드라이브 ID 또는 URL입니다.
    target_folder_id (str): 파일이 새롭게 위치할 대상 폴더의 고유 ID 또는 URL입니다.
    drive_service (Any): 구글 API 클라이언트 인증이 완료된 드라이브 서비스 리소스 객체입니다.

Returns:
    dict: 부모 폴더 변경이 성공적으로 반영된 파일의 최신 메타데이터('id', 'name', 'parents') 딕셔너리입니다.

Raises:
    Exception: 원본 파일 조회에 실패하거나 이동시키려는 대상 폴더 권한 부족, 또는 API 호출 중 에러 발생 시 실패 메시지와 함께 예외가 발생합니다."
controller/combine_notes_controller.py,,get_matched_file_groups,
controller/combine_notes_controller.py,,generate_real_data,
controller/combine_notes_controller.py,,prepare_edit_data,
controller/combine_notes_controller.py,,save_edits,
controller/combine_notes_controller.py,,split_item_on_yaboot_check,
controller/combine_notes_controller.py,,swap_items,
controller/combine_notes_controller.py,,execute_merge,
controller/combine_notes_controller.py,CombineNotesController,__class__,"[Tab 2] 백엔드 컨트롤러
UI의 지시를 받아 백그라운드 스레드를 생성하고 이벤트를 관리합니다."
controller/combine_notes_controller.py,CombineNotesController,__init__,
controller/combine_notes_controller.py,CombineNotesController,start_inspection,UI 입력을 바탕으로 무거운 PDF 파싱 및 매칭 검수 워커를 실행합니다.
controller/combine_notes_controller.py,CombineNotesController,start_merge,검수 완료된 레시피를 기반으로 디스크에 실제 PDF를 병합 저장하는 워커를 실행합니다.
controller/pdf_split_controller.py,PdfSplitController,__class__,
controller/pdf_split_controller.py,PdfSplitController,__init__,
controller/pdf_split_controller.py,PdfSplitController,__del__,
controller/pdf_split_controller.py,PdfSplitController,populate_file_list,UI 설정에 따라 로컬 혹은 드라이브에서 파일을 조회합니다.
controller/pdf_split_controller.py,PdfSplitController,prepare_file_for_preview,"선택된 파일의 데이터를 준비하고 (로컬경로, 총 페이지 수)를 반환합니다."
controller/pdf_split_controller.py,PdfSplitController,split_and_save,선택된 파일을 분할하고 저장소(로컬/드라이브)에 저장합니다.
controller/whisper_transcription_controller.py,WhisperTranscriptionController,__class__,Tab6의 UI와 Worker를 연결하는 메인 컨트롤러
controller/whisper_transcription_controller.py,WhisperTranscriptionController,__init__,
controller/whisper_transcription_controller.py,WhisperTranscriptionController,scan_drive,드라이브 스캔 실행
controller/whisper_transcription_controller.py,WhisperTranscriptionController,execute_whisper,선택된 파일들에 대해 Whisper 실행
controller/youtube_playlist_controller.py,,load_csv_data,
controller/youtube_playlist_controller.py,,parse_playlist_id,
controller/youtube_playlist_controller.py,,add_playlist_to_csv,
controller/youtube_playlist_controller.py,,delete_playlist,
controller/youtube_playlist_controller.py,,rename_playlist,
controller/youtube_playlist_controller.py,,get_playlist_title,
controller/youtube_playlist_controller.py,YoutubePlaylistController,__class__,UI와 Worker 스레드를 연결하는 얇은 컨트롤러입니다.
controller/youtube_playlist_controller.py,YoutubePlaylistController,__init__,
controller/youtube_playlist_controller.py,YoutubePlaylistController,start_fetch_playlist,
controller/youtube_playlist_controller.py,YoutubePlaylistController,start_upload_videos,
controller/youtube_playlist_controller.py,YoutubePlaylistController,start_update_checker,
controller/drive_sync_controller.py,DriveSyncController,__class__,[Tab 1] 백엔드 컨트롤러
controller/drive_sync_controller.py,DriveSyncController,__init__,
controller/drive_sync_controller.py,DriveSyncController,execute_sync,
controller/drive_sync_controller.py,DriveSyncController,execute_local_tasks,
controller/drive_sync_controller.py,DriveSyncController,execute_whisper_transcription,
controller/drive_sync_controller.py,DriveSyncController,download_script_merged,
controller/drive_sync_controller.py,DriveSyncController,download_summary,
controller/drive_sync_controller.py,DriveSyncController,download_anki,
controller/transcript_merge_split_controller.py,TranscriptController,__class__,
controller/transcript_merge_split_controller.py,TranscriptController,__init__,
controller/transcript_merge_split_controller.py,TranscriptController,get_local_text_files,
controller/transcript_merge_split_controller.py,TranscriptController,get_drive_text_files,
controller/transcript_merge_split_controller.py,TranscriptController,read_local_file,
controller/transcript_merge_split_controller.py,TranscriptController,read_drive_file,
controller/transcript_merge_split_controller.py,TranscriptController,split_text_file,
controller/transcript_merge_split_controller.py,TranscriptController,merge_text_files,
controller/transcript_merge_split_controller.py,TranscriptController,upload_to_drive,
controller/pdf_merge_controller.py,PreviewState,__class__,
controller/pdf_merge_controller.py,PreviewState,__init__,
controller/pdf_merge_controller.py,PdfMergeController,__class__,
controller/pdf_merge_controller.py,PdfMergeController,__init__,
controller/pdf_merge_controller.py,PdfMergeController,__del__,
controller/pdf_merge_controller.py,PdfMergeController,populate_file_list,
controller/pdf_merge_controller.py,PdfMergeController,update_preview,
controller/pdf_merge_controller.py,PdfMergeController,_do_update_preview,
controller/pdf_merge_controller.py,PdfMergeController,on_scroll,
controller/pdf_merge_controller.py,PdfMergeController,load_more_pages,
controller/pdf_merge_controller.py,PdfMergeController,update_save_name,
controller/pdf_merge_controller.py,PdfMergeController,merge_files,UI에서 병합 버튼을 누르면 호출됩니다. 백그라운드 스레드를 띄웁니다.
controller/pdf_merge_controller.py,PdfMergeController,execute_merge_logic,PdfSimpleOperationThread 내부에서 실행되는 무거운 병합 로직입니다.
controller/pdf_merge_controller.py,PdfMergeController,on_merge_success,병합이 완료되면 호출됩니다.
controller/pdf_merge_controller.py,PdfMergeController,get_selected_files,
controller/gemini_processing_controller.py,,fetch_gemini_tasks_from_drive,[컨트롤러 래퍼] UI에서 스캔 요청이 오면 PipelineStatusService를 활용해 상태를 판별하여 반환합니다.
controller/gemini_processing_controller.py,GeminiTaskWorker,__class__,"UI의 멈춤을 방지하며 백그라운드에서 LLM 작업을 큐(Queue) 순서대로 처리하는 스레드입니다.
실제 데이터 조작은 _llm_service가 담당합니다."
controller/gemini_processing_controller.py,GeminiTaskWorker,__init__,
controller/gemini_processing_controller.py,GeminiTaskWorker,run,
service/youtube_media_service.py,YoutubeMediaService,__class__,"유튜브 음원 추출(yt-dlp) 및 구글 드라이브 업로드를 전담하는 서비스 클래스.

단일 책임 원칙(SRP)에 따라 이 클래스는 재생목록의 메타데이터를 관리하거나 
상태를 추적하지 않고, 오직 단일 영상 URL을 전달받아 물리적 오디오(WAV)로 추출하고 
클라우드에 전송하는 미디어 스트리밍 및 I/O 연산만을 책임집니다.

의존성:
- 음원 추출: 외부 패키지인 `yt_dlp`와 시스템에 설치된 `FFmpeg`에 강하게 의존하여 포맷을 변환합니다.
- 클라우드 전송: `utils.auth_util.get_drive_service`를 통해 인증된 API 리소스와 통신합니다."
